"SkillID","skills","Skill ID + label","Key","group","Plant doctors","Extension workers","Agri-dealer employees","Foundation","Practitioner","Advanced","level1","level2","level3","Description","Source","Mapped certification"
"S060","Create demand for products","S060 - Create demand for products","AGRICULTURAL MARKETING","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,"Able to know customer taste and preference, able to quantify  customer database, their income and their expectation of the future. Should also be able to compute price of related goods and correlate their impact on the product.","Demand & Supply — Agricultural Law and Management (ndsu.edu)",
"S061","Deliver inputs timely","S061 - Deliver inputs timely","INPUT SUPPLY","Agri-dealer employees",0,0,1,1,1,0,"Foundation","Practitioner",,"Supply inputs whilst considering the season, time and arising circumstances",,
"S062","Demonstrates respect","S062 - Demonstrates respect","SOFT SKILLS","Plant doctors & Extension workers",1,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to define what respect looks like and practice specific actions of showing courtesy, politeness and kindness with men and women and commit to at least two specific actions to be mindful of in interactions with stakeholders.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S063","Describe nutrition actions for positive health ","S063 - Describe nutrition actions for positive health ","NUTRITION","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Describe nutrition actions that lead to positive health outcomes. Motivate farming households and value chain actors to identify how nutrition affects them ",,
"S064","Describe technology design gender issues ","S064 - Describe technology design gender issues ","GENDER","Extension workers",0,1,0,0,0,1,,,"Advanced","Is able to describe the key issues related to gender, extension and advisory services, and agricultural technologies through identifying gendered differences in production, access and control of resources including information and technology, participation in groups. Is able to identify the role of extension and advisory services in improving women’s access to and use of agricultural technologies. Is able to share information about different technologies to both men and women farmers and entrepreneurs. Is able to facilitate group discussions between men and women farmers and entrepreneurs about different technologies.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S065","Describe food & nutrition security relationship","S065 - Describe food & nutrition security relationship","NUTRITION","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Able to describe the relationship between seasonal food availability, fluctuations in income, food and nutrition security and health by explaining why food & nutrition security means consuming foods from all the food groups, all year round. Able to engage communities in planning for better food access to nutritious foods. Able to identify food groups likely to be unavailable at certain times in the year by utilizing seasonal calendars, and analyze and apply findings to address gaps. Able to facilitate farmers’ consideration of how food & nutrition security means consuming all the food groups, all year round. Able to develop a seasonal calendar with a farmer group, and a plan to address gaps. Able to serve as a conduit to information and needed inputs to support farmers in attaining year- round food & nutrition security.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S066","Design experiments","S066 - Design experiments","MONITORING AND EVALUATION","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,1,1,,"Practitioner"," Advanced",,,
"S067","Design extension programmes","S067 - Design extension programmes","PROJECT MANAGEMENT","Plant doctors & Extension workers",1,1,0,1,0,0,"Foundation",,,"Identify the purpose of the extension programme, being clear about what the programme is aiming to achieve. Identify the target audience and be clear on the needs of the audience from mutliple perspectives. Develop objectives and clearly define success. Create tasks and a structure for implementation. Design an evaluation to measure the success of the extension programme.","Designing an effective extension program - Enablers of Change",
"S068","Design marketing strategies","S068 - Design marketing strategies","AGRICULTURAL MARKETING","Agri-dealer employees",0,0,1,0,0,1,,,"Advanced","Design approaches to win customers to your business by considering price, product, location and promotion",,
"S069","Design solutions","S069 - Design solutions","MONITORING AND EVALUATION","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,0,1,,,"Advanced",,,
"S070","Design survey instruments","S070 - Design survey instruments","MONITORING AND EVALUATION","Plant doctors & Extension workers",1,1,0,0,0,1,,,"Advanced","Able to design survey tools for data collection, research and monitoring and evaluation that have clear questions, simple and respondents are willing to respond to. Able to develop survey instruments that measure what is intended to measure and capture accurate measures of the concept of interest; and that also consistently measures what it is supposed to measure.","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S071","Detect emerging pests","S071 - Detect emerging pests","CROP DIAGNOSTICS","Plant doctors & Extension workers",1,1,0,1,0,0,"Foundation",,,"Should have good knowledge on global scenio of the pest and their favourable and preferred ecological niche. Should be able to combine this knowledge with current agroclimatic zone and changing scenarios due to climate adversaries. Should have good dignostic skills and network of extension workers.",,
"S072","Develop grant proposal","S072 - Develop grant proposal","PROJECT MANAGEMENT","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Able to write a proposal explaining a problem or local needs, the reasons for those problems or needs, and  how these can be addressed through a special project supported with funding typically from outside your extension organization. The grant proposal should include a detailed plan for addressing the local problem or need,  goals and objectives, methods to achieve the objectives, work plan and the resources required.","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S073","Develop work plan","S073 - Develop work plan","PROJECT MANAGEMENT","Extension workers",0,1,1,0,1,1,,"Practitioner","Advanced","Able to develop detailed outline of activities, processes and timelines to attain extension goals that follow SMART (Specific, Measurable, Attainable, Realistic and Time-bound) principles. The principles should help you specify what you will do for whom. Expected outputs and outcomes should be measurable. The objectives should be attainable within the given time frame and resources. Objectives should be relevant and needs-based, and should serve the interests of the wider audience. Starting and end date/time of the project should be spelled out","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S074","Diagnose plant problems","S074 - Diagnose plant problems","CROP DIAGNOSTICS","Plant doctors & Extension workers",1,1,0,1,1,1,"Foundation"," Practitioner"," Advanced","Evaluate a problem with multiple causes using the steps of plant health diagnosis, assess plant site conditions, evaluate plant management history
recognize plant signs and symptoms,use references and resources to assist in diagnosing problems.","Plant Health Diagnosis: Assessing Plant Diseases, Pests and Problems (psu.edu)","Crop Pest Diagnosis"
"S075","Educate on aggregating produce","S075 - Educate on aggregating produce","CROP MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,1,0,,"Practitioner",,,,
"S076","Encourage agricultural practices for WASH","S076 - Encourage agricultural practices for WASH","WATER MANAGEMENT","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to explain the importance of adopting agricultural practices that reduce the risk of infection. Able to explain the contribution of infection and illness, and diarrhea in particular, to poor nutrition. Able to name specific practices that can contribute to improved health and nutrition.  Able to explain to peers, farmers, others how diarrhea and other relevant sicknesses can be avoided when appropriate agricultural, sanitation, and hygiene practices are followed (e.g. sanitary defecation, handwashing among agricultural laborers).",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S077","Encourage teamwork and collaboration","S077 - Encourage teamwork and collaboration","RELATIONSHIP MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,"The ability to work effectively with others on a common task; taking actions which respect the needs and contributions of others; contributing to and accepting the consensus; negotiating a win-win solution to achieve the objectives of the team.","Teamwork & Collaboration Skills | University of Strathclyde",
"S078","Engage and retain youth","S078 - Engage and retain youth","ADVISORY SERVICES","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Identify opportunities in encouraging youth participation in agriculture",,
"S079","Establish & monitor organization's objectives","S079 - Establish & monitor organization's objectives","PROJECT MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,0,1,,,"Advanced","Clearly define organizational objectives which are agreed to by both management and employees. Objectives should be Specific, Measurable, Achievable, Relevant and Time-bound (SMART).","Management by Objectives (MBO) Definition (investopedia.com)

https://www.mindtools.com/pages/article/smart-goals.htm",
"S080","Establish a model village","S080 - Establish a model village","PROJECT MANAGEMENT","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Able to set up and operationalize structures to develop a model village through stakeholder identification, identifying target villages, understanding situation through relevant data, institution building, implementation of action plans, monitoring and evaluation",,"https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html"
"S081","Estimate capital for nutrition value chains ","S081 - Estimate capital for nutrition value chains ","AGRICULTURAL MARKETING","Plant doctors & Extension workers",1,1,0,0,1,1,,"Practitioner","Advanced","Able to estimate capital required and return on investment for investments in nutrition-sensitive value chains by conducting a market analysis that analyses demand for nutrition rich products",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S082","Explain agrochemical application practices","S082 - Explain agrochemical application practices","CHEMICAL USE","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation","Practitioner","Advanced","Able to explain agrochemical preparation and application practices, timing of application, and consumption of treated produce. Able to explain meaning of product labeling. Able to delay field re-entry and consumption of treated products ",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S083","Explain integrated pest management options","S083 - Explain integrated pest management options","CHEMICAL USE","Plant doctors & Extension workers",1,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to explain the viable alternatives to spraying or agrochemical use, that is: the different types of agrochemical products and their safety classifications, which products are appropriate for what use, how to safely apply agrochemicals and why product contamination is important and why safety periods are required between application, handling and safe consumption. Able to disseminate IPM options for control of major pests (insects, weeds, pests and diseases). ",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S084","Explain nutritional value of specific foods ","S084 - Explain nutritional value of specific foods ","NUTRITION","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to explain the nutritional value of specific foods and food groups, and the importance of consuming a variety of foods. Able to explain the value of fresh produce to a diverse diet and list key micronutrients and describes specific contribution foods make to health, growth, etc. ",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S085","Facilitate access to credit/input supply","S085 - Facilitate access to credit/input supply","INPUT SUPPLY","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,0,1,,,"Advanced",,,
"S086","Facilitate change","S086 - Facilitate change","SOFT SKILLS","Plant doctors & Extension workers",1,1,0,0,1,1,,"Practitioner"," Advanced","Continually renew an organisation's direction, structure and capabilities to serve evolving needs. Prepare, equip and support individuals to successfully adopt change in order to drive organisational success and outcomes.","Moran, J.W. and Brightman, B.K. (2000), ""Leading organizational change"", Journal of Workplace Learning, Vol. 12 No. 2, pp. 66-74. https://doi.org/10.1108/13665620010316226

Prom-Jackson S, Cronin EA (2019) Review of change management in United Nations system organizations - Report of the Joint Inspection Unit https://digitallibrary.un.org/record/3833645/files/JIU_REP_2019_4-EN.pdf.",
"S087","Facilitate meetings","S087 - Facilitate meetings","SOFT SKILLS","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to conduct effective meetings by deciding on the goals and desired outcomes of the meeting, identifying participants, choosing an appropriate meeting time and venue. Able to set up and run the meeting by taking into account information that participants will share, how participants are involved in discussion and take part in activities with one another in the meeting; and the way participants and information are organized to attain the meeting goals. Able to handle difficult members in meetings by listening carefully to what participants say, try to understand what they mean, and address their concerns or issues in a timely fashion, staying in your role and follow the agenda and not being defensive.",,"https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html"
"S088","Forecast cash flow","S088 - Forecast cash flow","AGRIBUSINESS ADMINISTRATION","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,1,1,,"Practitioner"," Advanced","Record expenses and income as they occur in the business",,
"S089","Foster open communication environment","S089 - Foster open communication environment","SOFT SKILLS","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Develop open lines of communication to build trust and provide opportunities for constructive feedback. This can take the form of informal conversations, regular meetings or more formal individual meetings. Actively listen to the concerns and requests of others, entering into conversations with the intent to understand the other person's point of view. Ensure ideas are presented clearly and key points are communicated, explaining the reasons behind the ideas, to foster a culture of inclusion. Set clear expectations for how important information will be communicated.","People in Agriculture | Creating a Better Workplace",
"S090","Give good customer service","S090 - Give good customer service","AGRICULTURAL MARKETING","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,"Listen and understand a customer's needs and circumstances. Communicate professionally, positively and effectively, offering informed solutions to the issues and needs identified. Understand the customer's emotions and point of view, responding to customers in an empathertic and timely manner.","15 Most Important Customer Service Skills (According to Data) - Salesforce.com",
"S091","Handle chemicals safely","S091 - Handle chemicals safely","CHEMICAL USE","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,"Able to advise on safe transport, storage, farm use and disposal of chemicals; Able to advise based on pesticide label restrictions ","https://www.betterhealth.vic.gov.au/health/healthyliving/farm-safety-and-handling-agrichemicals; https://extension.psu.edu/what-you-need-to-know-about-reading-a-pesticide-label",
"S092","Handle complaints promptly","S092 - Handle complaints promptly","AGRICULTURAL MARKETING","Agri-dealer employees",0,0,1,1,1,1,"Foundation","Practitioner","Advanced","Sort out complaints on time without avoiding them",,
"S093","Identifies community's power dynamics","S093 - Identifies community's power dynamics","PARTICIPATORY APPROACHES","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Is able to analyze who has power over, power with, power to and power within. Is able to distinguish between visible power and hidden power to ensure inclusive extension services are delivered. Is able to facilitate discussions about power with community to identify ways to improve extension programs.",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S094","Identifies formal/ informal groups","S094 - Identifies formal/ informal groups","PARTICIPATORY APPROACHES","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Is able to identify who are the group members, how they joined the groups and whether anyone is excluded. Able to identify which groups have written or unwritten rules and whether the groups limit membership to the elite, to men only, to certain castes and who can be leaders; negotiates with leaders of diverse groups to establish good working relationships that meet the needs of each party",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S095","Identifies opportunities for women’s access to technologies ","S095 - Identifies opportunities for women’s access to technologies ","GENDER","Plant doctors & Extension workers",1,1,0,0,1,1,,"Practitioner","Advanced","Able to identify specific actions to improve women’s access to and use of agricultural technologies by sharing information about different technologies to both men and women farmers and entrepreneurs and facilitating group discussions between men and women farmers and entrepreneurs about different technologies. ",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S096","Identify and resolve basic problems","S096 - Identify and resolve basic problems","AGRIBUSINESS ADMINISTRATION","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","IS THIS THE SAME A ROW 132: 'Make business decisions' ?","TBC",
"S097","Identify cultural implications in communication","S097 - Identify cultural implications in communication","EXTENSION SERVICES","Plant doctors & agri-dealer employees",1,0,1,0,1,0,,"Practitioner",,,,
"S098","Identify different seed/fertilizer types","S098 - Identify different seed/fertilizer types","INPUT SUPPLY","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Should have indormation on authentic source of procureement and ability to select carefully, high disease free quality seeds applying  their basic pathological understanding from healthy stocks. Should be able to perform basic analytical test for testing composition of fertiliser and performcae of seeds like germination and plant vigour.","Agriculture - An Overview of an Agricultural Process (byjus.com)",
"S099","Identify diversity of foods ","S099 - Identify diversity of foods ","NUTRITION","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to identify why and promote a diversity of foods that contribute to health and nutrition by naming  food groups (~6- 9 depending on local FBDG), and constituent local foods for each group. Able to describe specific contribution foods make to health, growth, etc. Able to explain the value of fresh produce to a diverse diet and list key micronutrients commonly found in fruits and vegetables. Able to recommend production practices that supports dietary diversity and nutrition needs of targeted population. Able to engage value chain actors to improve market pull and access to diverse foods",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S100","Identify extension roles to improve technologies' access ","S100 - Identify extension roles to improve technologies' access ","GENDER","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Identify the role of extension and advisory services in improving women’s access to and use of agricultural technologies. ",,
"S101","Identify foods meeting nutrition needs","S101 - Identify foods meeting nutrition needs","NUTRITION","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Able to identify fruits, crops, meat/fish that can be grown/raised in the local context that can meet specific nutrient deficiencies of targeted population using basic food groups related to dietary deficiencies and engage farmers in identifying foods for local production, linking them to meeting specific nutritional requirements.",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S102","Identify markets for nutritious products  ","S102 - Identify markets for nutritious products  ","AGRICULTURAL MARKETING","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Able to identify marketing opportunities for nutritious products that will be affordable for many consumers . Able to analyze market opportunities for nutrition-sensitive value chains. Able to estimate capital required and return on investment for investments in nutrition-sensitive value chains. Able to conduct a step by step market analysis that includes gathering data on consumer interest and demand for crop/product in question, assessing marketing structure and points for possible sale and exploring alternate marketing options. Able to assist Farmer Based Organizations and Marketing Associations in analyzing demand for highly nutritious crops and products, such as legumes, poultry and eggs, meat, fresh and processed vegetables and fruit, nuts, etc. Able to promote marketing of products which can improve nutrition through diversified diets and increased consumption of nutrients commonly deficient in local diets",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S103","Identify men/women's communication mechanisms ","S103 - Identify men/women's communication mechanisms ","COMMUNICATION SKILLS","Plant doctors & Extension workers",1,1,0,1,1,1,"Foundation","Practitioner","Advanced","Is able to identify communication mechanisms that will reach, be understood by, and be useful to both men and women farmers. Is able to describe why specific communication mechanisms may or may not be accessible and appropriate for men or women farmers in their area. Is able to identify strategies for adapting to differing levels of literacy, language fluency, access to technology, access to gender-specific “spaces"". Able to utilize communication mechanisms that benefit both men and women farmers and describe nutrition needs and concepts in ways that are relevant to farmers’ lived experience. ",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S104","Identify men/women's value chain challenges ","S104 - Identify men/women's value chain challenges ","GENDER","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Is able identify challenges facing women or men to participating in or benefiting from value chain development activities based on their different roles and responsibilities in value chains. Is able to identify and describe gender-based constraints at different nodes of the agricultural value chain, for example time- or mobility-related constraints, limited ownership or access to agricultural resources, limited participation in producer groups, etc. Is able to lead farmer groups in activities to understand differences in men and women members’ ability to participate in collective marketing. Is able to facilitate group discussions with men and women farmers and entrepreneurs about their knowledge of and participation in targeted value chain. Is able to facilitate interviews with men and women farmers and entrepreneurs about their knowledge of and participation in targeted value chain.",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S105","Identify men/women's value chains opportunities ","S105 - Identify men/women's value chains opportunities ","GENDER","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Is able to identify opportunities for men and women farmers and entrepreneurs to participate within different agricultural value chains and in different positions. Is able to map actors and their roles along a value chain and provide information to both men and women farmers and rural entrepreneurs that enhance their abilities to join and participate in value chains. Is able to identify where men and women participate in different roles in a specific value chain.",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S106","Identify problems","S106 - Identify problems","EXTENSION SERVICES","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Follow logical progression of steps that integrate observations and information regarding the history of the symptomatic plan. Can identify the plant, spot the symptom distinctly, diagnose the causal organism. Obtain background information and history, collect samples to submit to a
Specialist for Identification.","HOWTOIDENTIFYPLANTHEALTHPROBLEMS012710Rpdf.pdf (ct.gov)",
"S107","Identify problems from wrong labor practices ","S107 - Identify problems from wrong labor practices ","GENDER","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to identify health problems that result from inappropriate labor practices for perinatal & lactating women by describing the risks of having perinatal women (pregnancy and through 40 days postpartum) perform heavy labor (ex. prenatal: increased risk of premature labor and consequent risks to mother, baby; postpartum: risk of anemia)",,"https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf"
"S108","Identify purpose of working capital","S108 - Identify purpose of working capital","AGRIBUSINESS ADMINISTRATION","Agri-dealer employees",0,0,1,1,1,1,"Foundation","Practitioner","Advanced","Determine how to breakdown capital for various uses to meet different business demands",,
"S109","Identify seed production processes","S109 - Identify seed production processes","INPUT SUPPLY","Agri-dealer employees",0,0,1,0,1,1,,"Practitioner"," Advanced","Describes stages and techniques used to produce viable seed from pre-planting to post harvest",,
"S110","Identify sources of inputs","S110 - Identify sources of inputs","INPUT SUPPLY","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,1,0,,"Practitioner",,"Should have decision-making power to qualify a responsible source for consistent supply. Able to arrange for the supply of the inputs required by the farmers, such as improved seeds, fertilizers, insecticides and pesticides so that there is that there is considerable saving. ","Microsoft Word - marketing 244-F (hillagric.ac.in)",
"S111","Identify symptoms","S111 - Identify symptoms","CROP DIAGNOSTICS","Plant doctors & Extension workers",1,1,0,1,1,1,"Foundation"," Practitioner"," Advanced","Should be able to spot a sign of plant disease which is physical evidence of the pathogen and interpret it as symptom of plant disease which is a visible effect of disease on the plant consequently  Should be able to detect change in color, shape or function of the plant as it responds to the pathogen.","https://www.canr.msu.edu/news/signs_and_symptoms_of_plant_disease_is_it_fungal_viral_or_bacterial","Crop Pest Diagnosis"
"S112","Identify types of business records","S112 - Identify types of business records","RECORD MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,"Able to identify different types of records for future references, keeping track of business transactions, filing of taxes and compiling final accounts. These records include Credit records, Debtors records, Production records, Cash book, Purchases records, Stock records, Assets records","https://www.oerafrica.org/FTPFolder/Agshare/Agribusiness/print/Module%203/M3L4_RecordKeeping.pdf",
"S113","Identify viable business models","S113 - Identify viable business models","AGRIBUSINESS ADMINISTRATION","Agri-dealer employees",0,0,1,0,1,1,,"Practitioner","Advanced","Identify appropriate business patterns that create and maintain productive agribusinesses",,
"S114","Identify where individuals fit in communities ","S114 - Identify where individuals fit in communities ","PARTICIPATORY APPROACHES","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Is able to identify and describe important aspects of identity such as gender, race, class and age. Is able to facilitate discussions with communities about inclusive extension programs ","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S115","Implement extension campaigns","S115 - Implement extension campaigns","PROJECT MANAGEMENT","Plant doctors & Extension workers",1,1,0,1,1,0,"Foundation"," Practitioner",,"Able to organize and implement a strategically planned and problem-solving program aimed at increasing the awareness/knowledge level of a group of target beneficiaries, and changing their attitudes and/or behavior toward favorable adoption of a given idea, technology, product or practice. Implementing a campaign requires user to be able to identify the problem and assess the information and educational needs of the clients, design messages to send out and launch the campaign","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S116","Implement extension service delivery","S116 - Implement extension service delivery","PROJECT MANAGEMENT","Plant doctors & Extension workers",1,1,0,0,0,1,,,"Advanced","Deliver a defined, people-centred programme that is simple and managable, provides differentiation, is delivered in collaboration with different organisations where applicable, is responsive to local needs and concerns and ultimately improves people's capacities to participate .","Chapter 7 - Developing and delivering extension programmes (fao.org)",
"S117","Implement gender-transformative approaches","S117 - Implement gender-transformative approaches","GENDER","Plant doctors & Extension workers",1,1,0,1,1,1,"Foundation","Practitioner","Advanced","Is able to identify and challenge underlying gender norms that inhibit women’s equitable participation and ability to benefit from agricultural activities. Is able to facilitate processes that encourage others to identify and challenge gender norms that negatively impact both men and women farmers. Is able to incorporate Gender Transformative Approaches into agricultural programming.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S118","Implement marketing activities","S118 - Implement marketing activities","AGRICULTURAL MARKETING","Agri-dealer employees",0,0,1,0,1,1,,"Practitioner"," Advanced","Able to execute activities that enhance product development, promotion, sales and customer service",,
"S119","Improve men/women's value chain participation","S119 - Improve men/women's value chain participation","VALUE CHAIN DEVELOPMENT","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to promote opportunities for men and women farmers and entrepreneurs to improve participation in agricultural value chain through identifying specific actions to improve men’s and women’s participation, providing differentiated support to men and women farmers (when needed) in adopting new techniques to improve production in value chain, making market connections for targeted value chain, and connecting to input suppliers to improve production in specific value chains.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S120","Increase sales over time","S120 - Increase sales over time","AGRICULTURAL MARKETING","Agri-dealer employees",0,0,1,0,1,1,,"Practitioner"," Advanced","Use appropriate ways to boost business sales such as improve selling skills, treat customers ethically, improve promotion methods",,
"S121","Initiate social networks","S121 - Initiate social networks","RELATIONSHIP MANAGEMENT","Plant doctors & agri-dealer employees",1,0,1,0,1,0,,"Practitioner",,"Network to build relationships and mutual interaction benefiting both parties. Be proactive in developing and following up with a network of contacts that can be accessed quickly. Use social networks, both in person and online, to discover new ideas and trends, connect with existing and new contacts in deeper ways, bring attention and traffic to work and build, craft and enhance work.","https://www.impactfactory.com/library/social-networking-business

How to Use Social Media in Your Career and Business - Business Guides - The New York Times (nytimes.com)",
"S122","Interpret current farmer pratices","S122 - Interpret current farmer pratices","EXTENSION SERVICES","Plant doctors & Extension workers",1,1,0,0,1,0,,"Practitioner",,"Should be able to understand the farmers perceptions and crop management practices and able to identify the technical gaps and also identify the barriers in the management practices currently adopted by small and marginal farmers.  Should have the basic understanding about the cultural, political and other socio-economical factors influencing the traditional management practices adopted by farmers.",,
"S123","Keep abreast with new ICTs","S123 - Keep abreast with new ICTs","ADVISORY SERVICES","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation","Practitioner","Advanced","Actively track innovations and developments in farming related technologies, specifically those relating to producing using new techniques, increasing efficiencies, and cross-industry technologies and applications. Advisory information related to technology should be context specific, highlighting potential obstacles, additional information required to enable successful implementation and realistic timescales provided.","Agriculture 4.0 – The Future Of Farming Technology (oliverwyman.com)

https://ugc.futurelearn.com/uploads/files/dc/43/dc434679-d7d3-49a1-9ea5-677103180bd0/Action_planv2.pdf",
"S124","Know product details","S124 - Know product details","INPUT SUPPLY","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Able to describe what you sell, its quality and benefit to customers",,
"S125","Link farmers to markets","S125 - Link farmers to markets","VALUE CHAIN DEVELOPMENT","Plant doctors & Extension workers",1,1,0,1,1,1,"Foundation"," Practitioner"," Advanced","Knowledge about the product and market requirements to advise farmers in market led production. Providing producers access to information on product characteristics on a realtime basis to harness market potential. Guide in increasing contribution of prodcuers share in the value chains.","https://blog.plantwise.org/2020/03/24/developing-last-mile-extension-services-with-plantwise-in-nepal/ ",
